"","record_code","format_version","submission_date","reporting_agency","sampling_agency","recovery_id","species","run_year","recovery_date","recovery_date_type","period_type","period","fishery","gear","adclip_selective_fishery","estimation_level","recovery_location_code","sampling_site","recorded_mark","sex","weight","weight_code","weight_type","length","length_code","length_type","detection_method","tag_status","tag_code","tag_type","sequential_number","sequential_column_number","sequential_row_number","catch_sample_id","sample_type","sampled_maturity","sampled_run","sampled_length_range","sampled_sex","sampled_mark","estimated_number","recovery_location_name","record_origin"
"16112","R",4.1,20021206,"CDFO","CDFO","00009991",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16113","R",4.1,20021206,"CDFO","CDFO","00009992",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16114","R",4.1,20021206,"CDFO","CDFO","00009993",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16115","R",4.1,20021206,"CDFO","CDFO","00009994",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16116","R",4.1,20021206,"CDFO","CDFO","00009995",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16117","R",4.1,20021206,"CDFO","CDFO","00009996",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16118","R",4.1,20021206,"CDFO","CDFO","00009997",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16119","R",4.1,20021206,"CDFO","CDFO","00009998",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16120","R",4.1,20021206,"CDFO","CDFO","00009999",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16121","R",4.1,20021206,"CDFO","CDFO","00010000",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16122","R",4.1,20021206,"CDFO","CDFO","00010001",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16123","R",4.1,20021206,"CDFO","CDFO","00010002",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16124","R",4.1,20021206,"CDFO","CDFO","00010003",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16125","R",4.1,20021206,"CDFO","CDFO","00010004",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16126","R",4.1,20021206,"CDFO","CDFO","00010005",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16127","R",4.1,20021206,"CDFO","CDFO","00010006",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16128","R",4.1,20021206,"CDFO","CDFO","00010007",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16129","R",4.1,20021206,"CDFO","CDFO","00010008",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16130","R",4.1,20021206,"CDFO","CDFO","00010009",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16131","R",4.1,20021206,"CDFO","CDFO","00010010",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16132","R",4.1,20021206,"CDFO","CDFO","00010011",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16133","R",4.1,20021206,"CDFO","CDFO","00010012",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16134","R",4.1,20021206,"CDFO","CDFO","00010013",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16135","R",4.1,20021206,"CDFO","CDFO","00010014",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16136","R",4.1,20021206,"CDFO","CDFO","00010015",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16137","R",4.1,20021206,"CDFO","CDFO","00010016",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16138","R",4.1,20021206,"CDFO","CDFO","00010017",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16139","R",4.1,20021206,"CDFO","CDFO","00010018",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16140","R",4.1,20021206,"CDFO","CDFO","00010019",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16141","R",4.1,20021206,"CDFO","CDFO","00010020",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16142","R",4.1,20021206,"CDFO","CDFO","00010021",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16143","R",4.1,20021206,"CDFO","CDFO","00010022",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16144","R",4.1,20021206,"CDFO","CDFO","00010023",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16145","R",4.1,20021206,"CDFO","CDFO","00010024",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16146","R",4.1,20021206,"CDFO","CDFO","00010025",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16147","R",4.1,20021206,"CDFO","CDFO","00010026",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16148","R",4.1,20021206,"CDFO","CDFO","00010027",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16149","R",4.1,20021206,"CDFO","CDFO","00010028",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16150","R",4.1,20021206,"CDFO","CDFO","00010029",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16151","R",4.1,20021206,"CDFO","CDFO","00010030",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16152","R",4.1,20021206,"CDFO","CDFO","00010031",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16153","R",4.1,20021206,"CDFO","CDFO","00010032",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16154","R",4.1,20021206,"CDFO","CDFO","00010033",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16155","R",4.1,20021206,"CDFO","CDFO","00010034",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16156","R",4.1,20021206,"CDFO","CDFO","00010035",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16157","R",4.1,20021206,"CDFO","CDFO","00010036",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16158","R",4.1,20021206,"CDFO","CDFO","00010037",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16159","R",4.1,20021206,"CDFO","CDFO","00010038",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16160","R",4.1,20021206,"CDFO","CDFO","00010039",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16161","R",4.1,20021206,"CDFO","CDFO","00010040",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16162","R",4.1,20021206,"CDFO","CDFO","00010041",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16163","R",4.1,20021206,"CDFO","CDFO","00010042",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16164","R",4.1,20021206,"CDFO","CDFO","00010043",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16165","R",4.1,20021206,"CDFO","CDFO","00010044",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16166","R",4.1,20021206,"CDFO","CDFO","00010045",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16167","R",4.1,20021206,"CDFO","CDFO","00010046",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16168","R",4.1,20021206,"CDFO","CDFO","00010047",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16169","R",4.1,20021206,"CDFO","CDFO","00010048",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16170","R",4.1,20021206,"CDFO","CDFO","00010049",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16171","R",4.1,20021206,"CDFO","CDFO","00010050",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16172","R",4.1,20021206,"CDFO","CDFO","00010051",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
"16173","R",4.1,20021206,"CDFO","CDFO","00010052",1,1974,1974,"C",8,3,50,"40","N",5,"2FS99GSVIH0100","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"BLBRBL",5,NA,NA,NA,"10100133",1,3,NA,NA,"",NA,1.28,"H-BIG QUALICUM R","N"
